destinasi,nama_hotel,jenis,alamat,kota,provinsi,latitude,longitude,harga,rating,jumlah_ulasan,jumlah_foto,kasta_bintang,foto_url,website,maps_url,google_maps_link,fasilitas_sarapan,jarak_ke_pusat_km,saingan_radius_1km,total_demand_area,is_nature_view,is_premium,log_ulasan,rating_norm,log_ulasan_x_rating,indeks_investasi,skor_popularitas,foto_per_ulasan,indeks_investasi_clipped,jarak_ke_atraksi_terdekat_km,nama_atraksi_terdekat,jumlah_atraksi_radius_5km,klaster_dbscan,status_ocean,is_red_ocean,koef_saingan_radius_1km,tval_saingan_radius_1km,signif_saingan_radius_1km,koef_jarak_ke_atraksi_terdekat_km,tval_jarak_ke_atraksi_terdekat_km,signif_jarak_ke_atraksi_terdekat_km,koef_jumlah_atraksi_radius_5km,tval_jumlah_atraksi_radius_5km,signif_jumlah_atraksi_radius_5km,koef_is_premium,tval_is_premium,signif_is_premium,koef_is_red_ocean,tval_is_red_ocean,signif_is_red_ocean,koef_total_demand_area,tval_total_demand_area,signif_total_demand_area,r2_lokal,model_dipakai,bw_gwr,moran_I_resid,moran_p_resid,f_stat_ols,f_pvalue_ols,autokorelasi_belum_teratasi,competition_score,accessibility_score,demand_score,quality_score,jarak_atraksi_score,kepadatan_atraksi_score,ecosystem_score,opportunity_score,opportunity_score_percentile_nasional,reliabilitas_model,rekomendasi_investasi,cluster_label,market_segment,Segmen,Tema_Nama
Labuan Bajo,Harbour komodo hotel,Hotel,"Harbour Komodo Hotel, Jl. Soekarno Hatta, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86574, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.492663622203956,119.8775267584366,39.0,4.5,259.0,274,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEH74ZHDT2VN6YX0BAsuP8UQ3JM4gsCdunjMdCmOQG4Y04IilNZcSzB1kPydrI-2GEVzT9ZZG2BgduXzYIN7TR5OL50XdJ8avwJLVODs04uwNuDmGZYaJIg8-M_j9hqPD7K8m1i=w408-h272-k-no,http://harbourkomodohotel.com/,https://www.google.com/maps/search/?api=1&query=Harbour%20komodo%20hotel&query_place_id=ChIJx8EeaNJntC0RR0rn3MF6aaU,https://www.google.com/maps/search/?api=1&query=Harbour%20komodo%20hotel&query_place_id=ChIJx8EeaNJntC0RR0rn3MF6aaU,0,0.3720507667535382,134,21208.0,0,0,5.560681631015528,0.9,4.504152121122577,157.0962962962963,25.02306733956988,1.053846153846154,157.0962962962963,0.0049057198745166,Maison Belmont,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,77.45664739436666,93.51403427995568,61.60601068672634,45.0,99.77314729593613,98.9583333230252,99.36574030948066,65.4092684840892,95.71706683971448,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,Oh!Julia Hotel Komodo,Hotel,"GV4H+G5, Labuan Bajo, Komodo, West Manggarai Regency, East Nusa Tenggara 86754, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.493665863127884,119.87796068205756,44.0,4.6,105.0,268,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXgh_J7HleTxIBgddF4YFj74AzDnwm_xUmMKptKdTIECuL6v9VZSaKXuqbQvtWF3_UZ8w50X0689LIRkCWjW3iVMyit3wWm19IHFSoha8O_TjJedsa_RW0_-EY_T-9EcdlAssr0OyKTI8=w408-h272-k-no,http://ohjuliahotels.com/,https://www.google.com/maps/search/?api=1&query=Oh!Julia%20Hotel%20Komodo&query_place_id=ChIJd33IwcpntC0RFfutFHBRrWA,https://www.google.com/maps/search/?api=1&query=Oh!Julia%20Hotel%20Komodo&query_place_id=ChIJd33IwcpntC0RFfutFHBRrWA,0,0.3698823258326441,134,20542.0,0,0,4.663439094112067,0.92,3.947134849256453,152.16296296296295,21.451819832915508,2.5283018867924527,152.16296296296295,0.021812035199208,Dragon Dive Komodo Booking Office,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,77.45664739436666,93.55183673794166,53.987348820856,46.0,98.9913571723121,98.9583333230252,98.97484524766864,62.25209571079466,92.7319922128488,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,Komodo Suites Downtown,Hotel,"Jl. Mutiara, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86754, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.49175645033429,119.87809483988244,37.0,4.7,78.0,262,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtLPqK4QG8bmCm8kvWXiA2f8KY9TviZjHiE94KOkMPuBH168NtqfscCwELLE0CinbwyLCGVp6o7aJ_bNw5v4pxjn4E3Ddr7e7TRLmEH7d69dWhB2IyerRfeUhgJrIRnOsdY2En6w=w408-h544-k-no,https://www.cpmbali.com/,https://www.google.com/maps/search/?api=1&query=Komodo%20Suites%20Downtown&query_place_id=ChIJA1NSNppntC0R6c6763jZLZQ,https://www.google.com/maps/search/?api=1&query=Komodo%20Suites%20Downtown&query_place_id=ChIJA1NSNppntC0R6c6763jZLZQ,0,0.4834798658177606,134,21791.0,0,0,4.3694478524670215,0.94,3.860844122439861,161.4148148148148,20.536404906595003,3.316455696202532,161.4148148148148,0.0095556851162586,Baccalá,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,77.45664739436666,91.57148938735304,52.80709839958395,47.0,99.55812132301584,98.9583333230252,99.25822732302052,61.46894069477368,91.7261518494484,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,Welabajo Hotel,Hotel,"Jl. Soekarno Hatta, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim., Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.493064769431754,119.87757863940988,15.0,4.5,286.0,495,2-star hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElfP_tU-Lu7i8MoF4i-uhMEiNRwhU9rMkAu4NjFryt2p8Eb4Phra7nS_krJf7B2XBC5tbb8ZpHOgjRy8_myDuKwjSSEWzCIfGBMl2jRvYLEGAYcg5e5r3Z1x6NDB2lQQV0KMzJ=w408-h618-k-no,,https://www.google.com/maps/search/?api=1&query=Welabajo%20Hotel&query_place_id=ChIJDdQ8HIBntC0RRH1ODlHPj7Y,https://www.google.com/maps/search/?api=1&query=Welabajo%20Hotel&query_place_id=ChIJDdQ8HIBntC0RRH1ODlHPj7Y,0,0.353740460520287,132,19176.0,0,0,5.659482215759621,0.9,4.584180594765294,144.18045112781954,25.467669970918298,1.7247386759581882,144.18045112781954,0.0145848136240353,Azul Komodo Dive Center,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,76.30057803027164,93.8332380799872,62.700608486688495,45.0,99.32556189641664,98.9583333230252,99.14194760972092,65.95941749056195,96.10642439974043,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,Hotel Dejavu 2.0 Labuan Bajo | Flores | Sea View | Harbor Nearby,Hotel,"GV5G+3Q4, Jl. Soekarno Hatta, Kampung tengah, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86554, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.492327010383056,119.87701462568846,25.0,3.8,119.0,245,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_nqoxoek2T3ELs9YpSBmvY6gUG-I91hqaHwShgycncQIkMSTzw7akPNwoKDy3ipoygi-c8s7G0x7Pzj5MXT_XWhKbKXRnOhjIBNnmR6NRAQw6ODuHugi3_O45BLSkGWg_wZAy=w408-h542-k-no,https://hoteldejavu20.top/,https://www.google.com/maps/search/?api=1&query=Hotel%20Dejavu%202.0%20Labuan%20Bajo%20%7C%20Flores%20%7C%20Sea%20View%20%7C%20Harbor%20Nearby&query_place_id=ChIJ8RPBOV1ntC0RBmORXKyWnqA,https://www.google.com/maps/search/?api=1&query=Hotel%20Dejavu%202.0%20Labuan%20Bajo%20%7C%20Flores%20%7C%20Sea%20View%20%7C%20Harbor%20Nearby&query_place_id=ChIJ8RPBOV1ntC0RBmORXKyWnqA,0,0.3511290394294974,124,20319.0,1,0,4.787491742782046,0.76,2.7652552306309097,162.552,18.192468622571774,2.0416666666666665,162.552,0.0111501198557708,Sea Creatures Diving,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,71.67630057389154,93.87876301687488,37.82206699699911,58.0,99.48439068992552,98.9583333230252,99.22136200647536,56.50335794672807,84.03634003893575,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Mengandung Unsur Alam
Labuan Bajo,TRIPLE 888 SUITES,Hotel,"Jl. Mutiara, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86754, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.491754479500626,119.87801904532049,60.0,4.1,136.0,122,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCmE2tUTIt56OeKiF-TIoLTR1xVjMFHT90AQFo5ZcHoaEC5R_GTOCVt8X6okHCNdIItRFiIBTuUVcEqTekl8BJekzTOsoTe7qEc9Wwq5obN4aAQm1-kTmvWsx52bYiR63BuUvUmtOolfs=w408-h544-k-no,https://book-directonline.com/properties/triple8suiteskomododirect,https://www.google.com/maps/search/?api=1&query=TRIPLE%20888%20SUITES&query_place_id=ChIJE7xCmv5ntC0R03EFqx1OLP8,https://www.google.com/maps/search/?api=1&query=TRIPLE%20888%20SUITES&query_place_id=ChIJE7xCmv5ntC0R03EFqx1OLP8,0,0.4745197756784866,133,21727.0,0,0,4.919980925828125,0.82,3.3081951745268308,162.1417910447761,20.17192179589531,0.8905109489051095,162.1417910447761,0.0027374052011734,Baccalá,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,76.87861271231915,91.7276907520188,45.248184740457184,41.0,99.87341556634112,98.9583333230252,99.41587444468315,58.58171310875967,87.63789746917587,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,Green Hill Boutique Hotel,Hotel,"Jl. Soekarno Hatta, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86554, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.493050380843416,119.87777294198328,33.0,4.1,478.0,936,2-star hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGijg7PBH1g4qjAOhs2-KjJ-re7h61hPE6ynHUrPry1dXLXHdzEjwPLBSaSvEJhpdJs0A7N0aHXsnkaGZT3o2Rpbub50CKD-x_-G2swvsRjJxq6y3gMVnpawMUwNAsOzHEsJwT0LpANc-11=w408-h272-k-no,,https://www.google.com/maps/search/?api=1&query=Green%20Hill%20Boutique%20Hotel&query_place_id=ChIJkd-X0KlotC0RdgFQv5AZ5VY,https://www.google.com/maps/search/?api=1&query=Green%20Hill%20Boutique%20Hotel&query_place_id=ChIJkd-X0KlotC0RdgFQv5AZ5VY,0,0.3746769095485946,135,19821.0,1,0,6.171700597410915,0.82,4.149851481699098,145.74264705882354,25.303972449384748,1.954070981210856,145.74264705882354,0.0204425849851442,Azul Komodo Dive Center,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,78.03468207641417,93.4682526994114,56.76002671645208,61.0,99.05468396065056,98.9583333230252,99.00650864183788,63.29614561137306,94.09474367293966,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Mengandung Unsur Alam
Labuan Bajo,Flamingo Ceria,Hotel,"GV4H+663, Labuan Bajo, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.494581874637744,119.8780827132296,35.0,4.4,95.0,179,3-star hotel,https://images.trvl-media.com/lodging/105000000/104160000/104154700/104154642/f1e3abc9_z.jpg,,https://www.google.com/maps/search/?api=1&query=Flamingo%20Ceria&query_place_id=ChIJS7KYAQBntC0R3rEcMM3cE5E,https://www.google.com/maps/search/?api=1&query=Flamingo%20Ceria&query_place_id=ChIJS7KYAQBntC0R3rEcMM3cE5E,0,0.3708797235758416,138,20002.0,0,0,4.564348191467836,0.8800000000000001,3.5346312394726933,143.89928057553956,20.08313204245848,1.8645833333333333,143.89928057553956,0.0447432889773944,Manta Rhei Dive Center,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,79.76878612255672,93.53444909047604,48.345287649458925,44.00000000000001,97.93095889026192,98.9583333230252,98.44464610664356,59.60152009761616,89.35756002595717,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,Bajo Sunset Hostel and Grill,Hotel,"Jl. Reklamasi Pantai Kampung Ujung, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86554, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.485851784442213,119.87795276545312,27.0,3.9,170.0,653,1-star hotel,https://images.trvl-media.com/lodging/30000000/29110000/29109800/29109765/f6ae33d1_z.jpg,http://bajosunsets.com/,https://www.google.com/maps/search/?api=1&query=Bajo%20Sunset%20Hostel%20and%20Grill&query_place_id=ChIJRzGj6X5mtC0RmNOnNAZGryo,https://www.google.com/maps/search/?api=1&query=Bajo%20Sunset%20Hostel%20and%20Grill&query_place_id=ChIJRzGj6X5mtC0RmNOnNAZGryo,0,1.0265895731483896,101,16723.0,1,0,5.14166355650266,0.78,3.128188107776219,163.95098039215685,20.052487870360373,3.818713450292398,163.95098039215685,0.0424027760106988,TPI Kampung Ujung,132,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,58.38150288679876,82.1034509938096,42.786119299567815,59.0,98.03919003858933,96.87499998990886,97.45709501424908,56.93411613418389,84.71771576898118,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Mengandung Unsur Alam
Labuan Bajo,Mawar Hotel,Hotel,"Jl. Soekarno Hatta, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim., Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.489557934471517,119.87841906225756,10.0,4.0,445.0,698,2-star hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHucRom8LmUeIuz_icCB3fxNW-LJxgohyBO1y-h2aKNmr6rhpFXWAp8NggK4JtefgtllnQUs68j6sUxxOZpODQoZDOfMnnzY_v93hcqXbEVQ59x9njvPIKBCqqsAs918k9nP4b=w426-h240-k-no,,https://www.google.com/maps/search/?api=1&query=Mawar%20Hotel&query_place_id=ChIJ4YEML35mtC0Rp1gqtCITi34,https://www.google.com/maps/search/?api=1&query=Mawar%20Hotel&query_place_id=ChIJ4YEML35mtC0Rp1gqtCITi34,0,0.6843426093919827,130,19302.0,0,0,6.100318952020064,0.8,3.9042041292928418,147.34351145038167,24.401275808080257,1.5650224215246638,147.34351145038167,0.0537301310513185,Kopi Mane Inspiration - Labuan Bajo,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,75.14450866617662,88.06984663944417,53.40015941833468,40.0,97.51538493218597,98.9583333230252,98.23685912760556,60.93063996688672,91.07722258273849,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,Siola Hotel,Hotel,"GV6G+8CH, Jl. Soekarno Hatta, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim., Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.489172690924343,119.87610622250637,8.0,3.7,304.0,482,1-star hotel,http://pix8.agoda.net/hotelImages/151/1511734/1511734_16100523370047460593.jpg?ca=6&ce=1,,https://www.google.com/maps/search/?api=1&query=Siola%20Hotel&query_place_id=ChIJdUARDH5mtC0RiZm6BdSMqZ0,https://www.google.com/maps/search/?api=1&query=Siola%20Hotel&query_place_id=ChIJdUARDH5mtC0RiZm6BdSMqZ0,0,0.6117449884730337,108,17614.0,0,0,5.720311776607412,0.74,3.1324427288702186,161.59633027522935,21.165153573447427,1.580327868852459,161.59633027522935,0.0450585700659761,KopiLopi,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,62.42774566113134,89.3354418826573,42.84431232359019,37.0,97.9163795075588,98.9583333230252,98.437356415292,58.29324566444199,87.15120051914342,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,"Escape Bajo (Brew, Bite, Bed)",Hotel,"Jl. Binongko, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim., Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.486541246437831,119.87810092084754,,4.6,1548.0,3898,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEniV2IC5N1y8AMUhQjukg1oOZsVXjLfEKC2vl7PA-q49ZMZGT3KCb9_e6qmPVbJDZMdqxSp-qAfrse7Xuqkg1mmxhNcnaZFTtGdZRCSjVZSDcrwKPQ1duq8JgjPPuJq1Z8egq7Dw=w408-h271-k-no,https://bajo.escapecoffee.co.id/,https://www.google.com/maps/search/?api=1&query=Escape%20Bajo%20(Brew%2C%20Bite%2C%20Bed)&query_place_id=ChIJq1wj5n5mtC0RV4M0MtlgIpk,https://www.google.com/maps/search/?api=1&query=Escape%20Bajo%20(Brew%2C%20Bite%2C%20Bed)&query_place_id=ChIJq1wj5n5mtC0RV4M0MtlgIpk,0,0.9592957024054498,106,16325.0,0,0,7.345364840416867,0.92,6.217116800928836,152.57009345794393,33.78867826591759,2.5164622336991607,152.57009345794393,0.0,"Escape Bajo (Brew, Bite, Bed)",134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,61.27167629703632,83.27658589315772,85.03526385853706,46.0,100.0,98.9583333230252,99.4791666615126,74.38600509079652,99.31862426995455,Cukup (OLS signifikan),Sangat Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,Orange Hotel,Hotel,"Jl. Mutiara No.121, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86754, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.490431923403769,119.8772723243472,12.0,3.5,171.0,203,Hotel,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaA8rIIZOks2C-EqEfmG__Tho7_5WnoCGLvSB6lWmHse8GmiL1t5E4nuaINxOpTpAxnS69_sWyUoGohLs19po0K3E7St1mRzsst9JoAEQCD83FWIkPV-RQ2NLKG0Oj_IglEkU=w408-h272-k-no,https://www.oyorooms.com/56890/,https://www.google.com/maps/search/?api=1&query=Orange%20Hotel&query_place_id=ChIJ5f3Sl4BmtC0RDFWlxwoPfNA,https://www.google.com/maps/search/?api=1&query=Orange%20Hotel&query_place_id=ChIJ5f3Sl4BmtC0RDFWlxwoPfNA,0,0.5313934516804416,125,18950.0,0,0,5.147494476813453,0.7,2.522272293638592,150.3968253968254,18.016230668847086,1.180232558139535,150.3968253968254,0.049649266498085,WANUA ADVENTURE OFFICE,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,72.25433525593905,90.73621123931576,34.49864251876233,35.0,97.7040942719973,98.9583333230252,98.33121379751124,54.22062986902756,80.20765736534717,Cukup (OLS signifikan),Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
Labuan Bajo,Bajo Hotel,Hotel,"Jl. Soekarno Hatta, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 76554, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.4934239993853,119.87823669037122,14.0,3.7,43.0,67,Hotel,https://images.trvl-media.com/lodging/113000000/112520000/112518900/112518893/5f63bf51_z.jpg,,https://www.google.com/maps/search/?api=1&query=Bajo%20Hotel&query_place_id=ChIJ9yqXLIJmtC0RzOnEZwf3MRQ,https://www.google.com/maps/search/?api=1&query=Bajo%20Hotel&query_place_id=ChIJ9yqXLIJmtC0RzOnEZwf3MRQ,0,0.4060529995870728,137,20660.0,0,0,3.784189633918261,0.74,2.0722222435336395,149.71014492753622,14.001501645497566,1.5227272727272727,149.71014492753622,0.0143340060590615,Nagia Flores Wisata,134,0,Red Ocean (Padat/Jenuh),1,-0.2002304791933951,-1.6820267153658848,False,-0.2881321948309035,-3.356451793382247,True,0.1233921594619506,1.3613829732403548,False,0.1850889780575359,2.5091124836933383,True,0.0173148366913244,0.234176510979246,False,0.2956916121620589,2.9865799225369387,True,0.089429392708171,OLS (Global),,0.0113658585693083,0.296,8.233479126895327,1.6237979050090368e-08,False,79.1907514405092,92.92127292513398,28.343035991552657,37.0,99.33715986282508,98.9583333230252,99.14774659292512,51.74671781547448,74.88643737832577,Cukup (OLS signifikan),Direkomendasikan,0,Ekosistem Atraksi Kuat & Kompetisi Tinggi (Red Ocean),Budget (Homestay/Hotel Standar),Nama Standar
