destinasi,nama_hotel,jenis,alamat,kota,provinsi,latitude,longitude,harga,rating,jumlah_ulasan,jumlah_foto,kasta_bintang,foto_url,website,maps_url,google_maps_link,fasilitas_sarapan,jarak_ke_pusat_km,saingan_radius_1km,total_demand_area,is_nature_view,is_premium,indeks_investasi,skor_popularitas,foto_per_ulasan,log_ulasan,indeks_investasi_clipped,indeks_investasi_clipped_scaled,saingan_radius_1km_scaled,total_demand_area_scaled,skor_popularitas_scaled,jarak_ke_atraksi_terdekat_km,nama_atraksi_terdekat,jumlah_atraksi_radius_5km,klaster_dbscan,status_ocean,koef_jarak_ke_pusat_km,koef_saingan_radius_1km,koef_foto_per_ulasan,koef_jarak_ke_atraksi_terdekat_km,koef_jumlah_atraksi_radius_5km,r2_lokal,model_dipakai,competition_score,accessibility_score,demand_score,quality_score,jarak_atraksi_score,kepadatan_atraksi_score,ecosystem_score,opportunity_score,rekomendasi_investasi,cluster_label,market_segment
Labuan Bajo,PINKI MENTE HOTEL,Hotel,"GWF3+4HG, Jl. Wisata, Batu Cermin, Labuan Bajo, Flores, Nusa Tenggara Tim. 86554, Indonesia",Flores,East Nusa Tenggara,-8.477189036493055,119.90395570851304,,0.0,0.0,1,Hotel,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HlnKEAWZRdDUs9CTKR6o3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.81604&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=PINKI%20MENTE%20HOTEL&query_place_id=ChIJ350z8MdltC0Rq-vZe27rYiY,https://www.google.com/maps/search/?api=1&query=PINKI%20MENTE%20HOTEL&query_place_id=ChIJ350z8MdltC0Rq-vZe27rYiY,0,3.749315461349656,34,267.0,0,0,7.628571428571429,0.0,1.0,0.0,7.628571428571429,0.0278482773006988,0.1965317919075144,0.0114720288734209,0.0,0.0915609343699503,Mama Komodo Bed & Breakfast,141,0,Red Ocean (Padat/Jenuh),-0.0273304234520805,-0.1401061401010063,-0.6053256725138323,0.1090989891371616,0.3613787184234849,0.2134207762300057,GWR (Lokal),19.653179190751445,89.28241468886424,0.0,0.0,99.75074350794232,94.0,96.87537175397117,44.95377654488905,Perlu Kajian,0,Isolated Eco-Tourism
Labuan Bajo,Pesona bali Room and restaurant - Deluxe Family Room,Villa/Vacation Rental,"Labuan Bajo, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.490521978778926,119.87936321001438,19.0,4.4,5.0,26,Vacation Rental,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/302947851.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2giQ1MGHncAXFIBVVhYTQ8KV08wE1FE?lat=-8.49051&lng=119.87935&language=de,https://www.google.com/maps/search/?api=1&query=Pesona%20bali%20Room%20and%20restaurant%20-%20Deluxe%20Family%20Room&query_place_id=ChIJ_xhgZYBmtC0R4X2l0PkbtO0,https://www.google.com/maps/search/?api=1&query=Pesona%20bali%20Room%20and%20restaurant%20-%20Deluxe%20Family%20Room&query_place_id=ChIJ_xhgZYBmtC0R4X2l0PkbtO0,0,0.6769132307465072,141,21363.0,0,0,150.44366197183098,7.883741664603442,4.333333333333333,1.791759469228055,150.44366197183098,0.549198084589308,0.815028901734104,0.9178912090745036,0.1805768578534629,0.1539384475996723,About flores Tour & travel,149,0,Red Ocean (Padat/Jenuh),-0.4020785924217069,-0.8505663732284334,-1.0717961417310948,-0.8904638486936355,1.415976748629598,0.2429172468507968,GWR (Lokal),81.5028901734104,98.06501336749332,21.65436499294853,44.00000000000001,99.58093309438644,99.33333333333334,99.45713321385988,49.96159961749501,Perlu Kajian,1,Strategic Hotspot (High Density)
Labuan Bajo,Triple 888 Suites,Villa/Vacation Rental,"Labuan Bajo, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.48946705274867,119.8763896941704,93.0,4.0,6.0,37,Vacation Rental,https://images.trvl-media.com/lodging/106000000/105830000/105822200/105822117/651eb778_z.jpg,,https://www.google.com/maps/search/?api=1&query=Triple%20888%20Suites&query_place_id=ChIJ905cBX5mtC0RpEz0yMaKHV8,https://www.google.com/maps/search/?api=1&query=Triple%20888%20Suites&query_place_id=ChIJ905cBX5mtC0RpEz0yMaKHV8,0,0.5873049112489694,111,18171.0,0,0,162.24107142857142,7.783640596221253,5.285714285714286,1.9459101490553128,162.24107142857142,0.5922648020025731,0.6416184971098265,0.7807424593967517,0.1782840459926446,0.0109097365016828,KopiLopi,149,0,Red Ocean (Padat/Jenuh),-0.1571135675919373,-0.8942481456680481,-1.088805436522046,-1.0284715537748517,1.8425742349946368,0.2381647046473918,GWR (Lokal),64.16184971098265,98.32116274161312,23.51735784562687,40.0,99.9703004052067,99.33333333333334,99.65181686927002,52.550535776256105,Direkomendasikan,1,Strategic Hotspot (High Density)
Labuan Bajo,Kamma Sail - Mobile Home,Hostel & Other,Indonesia,,,-8.493630047364482,119.87569872623924,2394.0,0.0,0.0,9,House,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/758554452.jpg?k=523ea5e64cedb6e10f977e1209636f7fa52ddfc55d25dbee5822683643dc7b51&o=&a=1538557,https://br.bluepillow.com/search/695e9b6bac408a6eb70c1014?dest=bkng&cat=House&lat=-8.49363&lng=119.87571&language=pt,https://www.google.com/maps/search/?api=1&query=Kamma%20Sail%20-%20Mobile%20Home&query_place_id=ChIJAQ7WyoZmtC0RvvcPv84bU-k,https://www.google.com/maps/search/?api=1&query=Kamma%20Sail%20-%20Mobile%20Home&query_place_id=ChIJAQ7WyoZmtC0RvvcPv84bU-k,0,0.1472256338256242,115,18228.0,0,0,157.13793103448276,0.0,9.0,0.0,157.13793103448276,0.5736356693884749,0.6647398843930635,0.7831915442124259,0.0,0.0439075274652512,Flores Boat Pier,149,0,Red Ocean (Padat/Jenuh),-0.2625937448686093,-0.8159769873277036,-1.0413439952125327,-0.9168763653526067,2.5095871266934724,0.2394588932257895,GWR (Lokal),66.47398843930635,99.57914896551698,0.0,0.0,99.8804704610517,99.33333333333334,99.60690189719251,43.15050151833052,Perlu Kajian,1,Strategic Hotspot (High Density)
Labuan Bajo,Bertus GuestHouse - Double Room with Private Bathroom,Hostel & Other,"Labuan Bajo, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.48743659725508,119.88477176496453,17.0,0.0,0.0,18,House,https://static.cupid.travel/hotels/585838697.jpg,https://br.bluepillow.com/search/695e69f6ac408a6eb70a8a75?dest=bkng&cat=House&lat=-8.48743&lng=119.88476&language=pt,https://www.google.com/maps/search/?api=1&query=Bertus%20GuestHouse%20-%20Double%20Room%20with%20Private%20Bathroom&query_place_id=ChIJ7xKD_NRltC0R-GlEYVi_gxs,https://www.google.com/maps/search/?api=1&query=Bertus%20GuestHouse%20-%20Double%20Room%20with%20Private%20Bathroom&query_place_id=ChIJ7xKD_NRltC0R-GlEYVi_gxs,0,1.3570720252186288,128,15372.0,0,0,119.16279069767442,0.0,18.0,0.0,119.16279069767442,0.4350065369834796,0.7398843930635838,0.6604795050270688,0.0,0.1269595494163666,Paket Wisata Labuan Bajo - Sunrise Indonesia,149,0,Red Ocean (Padat/Jenuh),-0.9565316929846176,-0.6211707153165853,-0.9984008810065876,-0.5896420966469417,-0.8961202445282728,0.2582600729706122,GWR (Lokal),73.98843930635837,96.12074914645864,0.0,0.0,99.65437779618014,99.33333333333334,99.49385556475674,41.67346256808291,Perlu Kajian,1,Strategic Hotspot (High Density)
Labuan Bajo,Labuan Bajo bamboo apartment - One-Bedroom Apartment,Apartemen,"Batu Cermin, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.470667560200893,119.8961823313214,61.0,0.0,0.0,50,Apartment,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/522087294.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,https://www.google.com/maps/search/?api=1&query=Labuan%20Bajo%20bamboo%20apartment%20-%20One-Bedroom%20Apartment&query_place_id=ChIJm0G0WcJltC0R4ves-N4T72Q,https://www.google.com/maps/search/?api=1&query=Labuan%20Bajo%20bamboo%20apartment%20-%20One-Bedroom%20Apartment&query_place_id=ChIJm0G0WcJltC0R4ves-N4T72Q,0,3.549889369081296,16,695.0,0,0,40.88235294117647,0.0,50.0,0.0,40.88235294117647,0.1492419795857015,0.0924855491329479,0.0298616481911145,0.0,0.5677643096221614,Mawatu at Labuan Bajo,141,0,Red Ocean (Padat/Jenuh),-1.1426040259528882,-0.3315579624992589,-0.6157978163404082,-0.1879736733888722,-1.737168722806644,0.2493420824304559,GWR (Lokal),9.248554913294797,89.85248305979378,0.0,0.0,98.45437422514534,94.0,96.22718711257266,45.91379725440108,Perlu Kajian,0,Isolated Eco-Tourism
Labuan Bajo,Sibento Komodo Homestay - Double Room with Terrace,Hostel & Other,"Batu Cermin, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.489641323280496,119.89379807065797,13.0,3.5,1.0,26,House,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/586403425.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2ZyS10EHXBRDVVVDVlSEgtYChpgQQdA?lat=-8.48964&lng=119.89379&language=de,https://www.google.com/maps/search/?api=1&query=Sibento%20Komodo%20Homestay%20-%20Double%20Room%20with%20Terrace&query_place_id=ChIJx-EtozJktC0RqJ5dAp-dtoI,https://www.google.com/maps/search/?api=1&query=Sibento%20Komodo%20Homestay%20-%20Double%20Room%20with%20Terrace&query_place_id=ChIJx-EtozJktC0RqJ5dAp-dtoI,0,2.1679971912757443,110,2820.0,0,0,25.405405405405407,2.4260151319598084,13.0,0.6931471805599453,25.405405405405407,0.0927430228963449,0.6358381502890174,0.1211652487754575,0.0555678012131175,0.1242576574294035,Patung Caci Waekesambi,149,0,Red Ocean (Padat/Jenuh),-0.5890861984399844,0.1162050184675255,-0.7397399463351114,-0.0429179613937345,-1.1411154789152274,0.2097660928065513,GWR (Lokal),63.58381502890174,93.8026834254602,8.377051886403523,35.0,99.6617331614702,99.33333333333334,99.49753324740178,45.60223591098381,Perlu Kajian,1,Strategic Hotspot (High Density)
Labuan Bajo,Epic Sails Around Flores Sea!,Hostel & Other,"Labuan Bajo, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.456432609695996,119.8720620654086,3958.0,0.0,0.0,33,House,https://media.vrbo.com/lodging/40000000/39830000/39825300/39825225/e2e2c7b3.jpg?impolicy=ccrop&w=1000&h=666&q=medium,,https://www.google.com/maps/search/?api=1&query=Epic%20Sails%20Around%20Flores%20Sea!&query_place_id=ChIJDTk_nQRmtC0RcCRIZ9pOc6E,https://www.google.com/maps/search/?api=1&query=Epic%20Sails%20Around%20Flores%20Sea!&query_place_id=ChIJDTk_nQRmtC0RcCRIZ9pOc6E,0,4.2431871591662045,23,4034.0,1,0,168.08333333333334,0.0,33.0,0.0,168.08333333333334,0.6135921148697986,0.1329479768786127,0.1733264587092893,0.0,0.1875446439303078,Atlantis On The Rock,110,0,Red Ocean (Padat/Jenuh),-0.647669509060368,-1.0592794560961276,-0.43813890093692,-1.2545691080643544,0.3780113833406697,0.3122442255661232,GWR (Lokal),13.294797687861273,87.87066043434255,0.0,20.0,99.48944688723472,73.33333333333334,86.41139011028403,42.16806935116759,Perlu Kajian,0,Isolated Eco-Tourism
Labuan Bajo,Kasaruga Private Home stay,Hostel & Other,"Batu Cermin, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.477458558333,119.9004938841975,53.0,0.0,0.0,10,House,https://pix8.agoda.net/hotelImages/60764899/0/7e3d72d87fbb30caa976ab2e8ff2c6c2.jpg?ce=0,https://www.agoda.com/kasaruga-private-home-stay/hotel/labuan-bajo-id.html,https://www.google.com/maps/search/?api=1&query=Kasaruga%20Private%20Home%20stay&query_place_id=ChIJZTo1PMZltC0RY7i_UQbmkIk,https://www.google.com/maps/search/?api=1&query=Kasaruga%20Private%20Home%20stay&query_place_id=ChIJZTo1PMZltC0RY7i_UQbmkIk,0,3.412069857244141,44,332.0,0,0,7.377777777777778,0.0,10.0,0.0,7.377777777777778,0.0269327492496146,0.2543352601156069,0.014264844891295,0.0,0.2404397207364095,Family Labuan Bajo Tour And Travel,141,0,Red Ocean (Padat/Jenuh),-0.4170232372594163,-0.2116764404500841,-0.6211198293170578,0.0204427678725579,-0.2365180387215749,0.2224687781508503,GWR (Lokal),25.43352601156069,90.24644627544758,0.0,0.0,99.3454505269689,94.0,96.67272526348444,44.50775423297878,Perlu Kajian,0,Isolated Eco-Tourism
Labuan Bajo,Traditional Phinisi Medium,Hostel & Other,"Labuan Bajo, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.487932224922899,119.87719694174422,1272.0,0.0,0.0,41,House,https://media.vrbo.com/lodging/38000000/38000000/37992400/37992353/982a85ac.jpg?impolicy=ccrop&w=1000&h=666&q=medium,,https://www.google.com/maps/search/?api=1&query=Traditional%20Phinisi%20Medium&query_place_id=ChIJP17zXX5mtC0RjV4yaQrrZN4,https://www.google.com/maps/search/?api=1&query=Traditional%20Phinisi%20Medium&query_place_id=ChIJP17zXX5mtC0RjV4yaQrrZN4,0,0.7794499273637419,112,18181.0,0,0,160.89380530973452,0.0,41.0,0.0,160.89380530973452,0.5873465757230518,0.6473988439306358,0.7811721233995016,0.0,0.0550370540756863,Wisata Kuliner Kampung Ujung Labuan Bajo Komodo Manggarai Barat Flores NTT,149,0,Red Ocean (Padat/Jenuh),-0.2027436589102523,-0.8793669854512951,-1.0997152371381416,-1.01888999166141,1.5160592669958155,0.2376963586337362,GWR (Lokal),64.73988439306359,97.77190765130436,0.0,0.0,99.85017253126028,99.33333333333334,99.5917529322968,42.95791897064355,Perlu Kajian,1,Strategic Hotspot (High Density)
Labuan Bajo,Cahaya Adrian Near Komodo Airport - Standard Twin Room,Villa/Vacation Rental,"Batu Cermin, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.489945005011476,119.89399188545448,21.0,0.0,0.0,16,Vacation Rental,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/350197805.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2giQ1MHSnUAXFIBVVhYTQ8KV09nQVEQ?lat=-8.48994&lng=119.894&language=de,https://www.google.com/maps/search/?api=1&query=Cahaya%20Adrian%20Near%20Komodo%20Airport%20-%20Standard%20Twin%20Room&query_place_id=ChIJXUVTljJktC0ReVBnLatO_cA,https://www.google.com/maps/search/?api=1&query=Cahaya%20Adrian%20Near%20Komodo%20Airport%20-%20Standard%20Twin%20Room&query_place_id=ChIJXUVTljJktC0ReVBnLatO_cA,0,2.181964594181681,109,2826.0,0,0,25.69090909090909,0.0,16.0,0.0,25.69090909090909,0.093785260735857,0.630057803468208,0.1214230471771075,0.0,0.1004033236230289,Patung Caci Waekesambi,149,0,Red Ocean (Padat/Jenuh),-0.5216846956107,0.1544029239608558,-0.7348484020994016,-0.0122635646166767,-1.077710167087777,0.2065678549582397,GWR (Lokal),63.005780346820806,93.76275698188336,0.0,0.0,99.72667185618609,99.33333333333334,99.53000259475972,42.3109741401225,Perlu Kajian,1,Strategic Hotspot (High Density)
Labuan Bajo,De Credo - Double Room with Private Bathroom,Villa/Vacation Rental,"Batu Cermin, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.485965758182408,119.89682722140574,13.0,0.0,0.0,24,Vacation Rental,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/q-xx.bstatic.com/xdata/images/hotel/max1024x683/805049424.jpg?k=5c5f5a04236a3a86ff24f8866ce907bf47f37919c7bf92f93afee346dabb51a7&o=&a=2344045&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2giQ1NSTXEAXFIBVVhYTQ8KVxwzR1xB?lat=-8.48596&lng=119.89684&language=de,https://www.google.com/maps/search/?api=1&query=De%20Credo%20-%20Double%20Room%20with%20Private%20Bathroom&query_place_id=ChIJ-_PP98xltC0ROQOlTqvXqYk,https://www.google.com/maps/search/?api=1&query=De%20Credo%20-%20Double%20Room%20with%20Private%20Bathroom&query_place_id=ChIJ-_PP98xltC0ROQOlTqvXqYk,0,2.613795131034228,90,1488.0,0,0,16.35164835164835,0.0,24.0,0.0,16.35164835164835,0.0596920723472196,0.5202312138728323,0.0639340036091776,0.0,0.3018496927832075,World BnB,145,0,Red Ocean (Padat/Jenuh),-0.4862513687892998,0.0521455135836807,-0.6955479372932457,-0.0153487812672742,-0.6799965770489869,0.2129202518432691,GWR (Lokal),52.02312138728323,92.5283501504548,0.0,0.0,99.17827405247054,96.66666666666669,97.9224703595686,42.680098999233216,Perlu Kajian,0,Isolated Eco-Tourism
Labuan Bajo,NORIES Home Stay,Guest House/Homestay,"GV4M+8V4, Labuan Bajo, Komodo, West Manggarai Regency, East Nusa Tenggara 86754, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.494128550516972,119.88464286709976,,0.0,0.0,20,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-PZNrjn66PtAT5ow_jszvLO1aoFoONCoZz5chDq_07xsD2EjQFMAQJkw8IjMPUzT84quqYYt_ZY360Oab-TlPYrohEzqcTabSvQiL73QGKQdxEgwVWMEIBLIt1jFQs1mJJXYh1lLecdY=w408-h544-k-no,,https://www.google.com/maps/search/?api=1&query=NORIES%20Home%20Stay&query_place_id=ChIJH-BXfQBltC0RJ8mI1vIt82E,https://www.google.com/maps/search/?api=1&query=NORIES%20Home%20Stay&query_place_id=ChIJH-BXfQBltC0RJ8mI1vIt82E,0,1.0938789304358107,152,17254.0,0,0,112.77124183006536,0.0,20.0,0.0,112.77124183006536,0.4116740392920374,0.8786127167630058,0.7413422703445904,0.0,0.1529904157090703,iDIVE Komodo,150,0,Red Ocean (Padat/Jenuh),-0.9781630070228736,-0.6127755256051239,-0.980495407957108,-0.5545139444181635,2.403378725455068,0.258085606895565,GWR (Lokal),87.86127167630057,96.87309833545469,0.0,0.0,99.58351392326328,100.0,99.79175696163163,40.52601958795037,Perlu Kajian,1,Strategic Hotspot (High Density)
Labuan Bajo,Home stay,Hostel & Other,"kode pos, Jl. Frans Nala, Batu Cermin, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86554, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.489095919211648,119.89369301556552,,4.9,7.0,21,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1x3CSR1OUUBhjkgO-HwGR846Ot0jwTWAEvvSxC4gTW7n_c-DifiBcYnjA34-2C4J8S8d49da11r54Ts9HU0ASQ6YWj8G_-ACusTeOz4orp0dABuR--xJ3aXzTkAggfPypckY0=w426-h240-k-no,https://instagram.com/peterbasri?igshid=MmIzYWVlNDQ5Yg==,https://www.google.com/maps/search/?api=1&query=Home%20stay&query_place_id=ChIJ_d3uauNltC0RHx_dxL_jVWc,https://www.google.com/maps/search/?api=1&query=Home%20stay&query_place_id=ChIJ_d3uauNltC0RHx_dxL_jVWc,0,2.1715471066746246,110,2834.0,0,0,25.53153153153153,10.189263554231196,2.625,2.079441541679836,25.53153153153153,0.0932034492511495,0.6358381502890174,0.1217667783793073,0.2333847650950937,0.1601353394461589,Patung Caci Waekesambi,149,0,Red Ocean (Padat/Jenuh),-0.6394343418452734,0.0678807274801775,-0.7431602362343628,-0.0730552799332011,-1.1460845292679247,0.2118984583845869,GWR (Lokal),63.58381502890174,93.79253583411268,25.13115565921057,49.00000000000001,99.5640632848553,99.33333333333334,99.44869830909433,52.28719742034488,Direkomendasikan,1,Strategic Hotspot (High Density)
Labuan Bajo,JOHN'S HOMESTAY - Twin Room,Hostel & Other,"Batu Cermin, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.489095551910623,119.89397879922257,,3.5,2.0,26,House,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/480756853.jpg?k=be0e5eca28a02191aabedbf74666285cd9e8ee66ee6de9e1de7d24905b3df461&o=,https://br.bluepillow.com/search/64c8d454a1247fa35c643252?dest=bkng&cat=House&lat=-8.48908&lng=119.894&language=pt,https://www.google.com/maps/search/?api=1&query=JOHN'S%20HOMESTAY%20-%20Twin%20Room&query_place_id=ChIJ_W34sDJktC0R0mJjLZdK9jE,https://www.google.com/maps/search/?api=1&query=JOHN'S%20HOMESTAY%20-%20Twin%20Room&query_place_id=ChIJ_W34sDJktC0R0mJjLZdK9jE,0,2.206130673722961,109,2811.0,0,0,25.55454545454545,3.845143010338384,8.666666666666666,1.0986122886681098,25.55454545454545,0.0932874621119937,0.630057803468208,0.1207785511729827,0.0880728811703189,0.1302643935557711,Patung Caci Waekesambi,148,0,Red Ocean (Padat/Jenuh),-0.6172693339080492,0.0779381779021713,-0.7392158917013921,-0.0622629062277962,-1.120080617230163,0.21195321771246,GWR (Lokal),63.005780346820806,93.69367716670396,13.277313106545009,35.0,99.64538101318908,98.66666666666669,99.15602383992788,47.49588979325507,Perlu Kajian,1,Strategic Hotspot (High Density)
Labuan Bajo,Kos Ma Kit Labuan Bajo,Guest House/Homestay,"Cowang Dereng, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. 86711, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.488051731257325,119.89240497719388,,5.0,8.0,25,Tidak Ada Data,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGefF0xDs49awguqaCjH2gP0PVD_OO83WzPQi_pHS6NXAFnp0X0DZYsYqKDGPNN4t4QZc4x45raY9hpyFZsjzzcJnyKz-OdM2L9jCb15xQevZbAZEFrXRsts8MgaIGNb5YIVHGbEw=w533-h240-k-no,,https://www.google.com/maps/search/?api=1&query=Kos%20Ma%20Kit%20Labuan%20Bajo&query_place_id=ChIJlTgGSjpltC0Ra-oPro_ske8,https://www.google.com/maps/search/?api=1&query=Kos%20Ma%20Kit%20Labuan%20Bajo&query_place_id=ChIJlTgGSjpltC0Ra-oPro_ske8,0,2.0744542954341743,107,3051.0,0,0,28.25,10.986122886681098,2.7777777777777777,2.19722457733622,28.25,0.1031272815770261,0.6184971098265896,0.1310904872389791,0.2516368033437683,0.3379230552553042,Patung Caci Waekesambi,147,0,Red Ocean (Padat/Jenuh),-0.9083875628886948,-0.1177087873784891,-0.767390648531431,-0.1990920671825577,-1.3809432640623758,0.2245999989146094,GWR (Lokal),61.84971098265896,94.07007996137928,26.554626213090017,50.0,99.08007147460924,98.0,98.54003573730462,52.81290610043735,Direkomendasikan,1,Strategic Hotspot (High Density)
Labuan Bajo,MitraLand Bajo1,Guest House/Homestay,"GV6V+VMR, Batu Cermin, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.487828250322865,119.89411830542934,,0.0,0.0,1,Tidak Ada Data,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Tork-gaeShzZk1DB2k15Rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.9164&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=MitraLand%20Bajo1&query_place_id=ChIJ4xm5j3xltC0RTOf2F17Kqxg,https://www.google.com/maps/search/?api=1&query=MitraLand%20Bajo1&query_place_id=ChIJ4xm5j3xltC0RTOf2F17Kqxg,0,2.2594721084883025,93,2479.0,0,0,26.37234042553192,0.0,1.0,0.0,26.37234042553192,0.0962728416604962,0.5375722543352601,0.1065137062816877,0.0,0.237751960282347,Patung Caci Waekesambi,146,0,Red Ocean (Padat/Jenuh),-0.7278015085190649,-0.0193170958063295,-0.7414873472021005,-0.1135353794423947,-1.1064640312412224,0.2187858301326475,GWR (Lokal),53.75722543352601,93.54119829859874,0.0,0.0,99.35276742196218,97.33333333333334,98.34305037764776,42.83543222966147,Perlu Kajian,0,Isolated Eco-Tourism
Labuan Bajo,JAMINAN IBU ROSALIA DIKA,Guest House/Homestay,"GV6V+633, Batu Cermin, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.489483390360396,119.89268863078202,,0.0,0.0,1,Tidak Ada Data,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x_-WEdb22T1YAeT8c1AmDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.19078&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=JAMINAN%20IBU%20ROSALIA%20DIKA&query_place_id=ChIJj1ReDgBltC0RnVl5CiI3vAU,https://www.google.com/maps/search/?api=1&query=JAMINAN%20IBU%20ROSALIA%20DIKA&query_place_id=ChIJj1ReDgBltC0RnVl5CiI3vAU,0,2.0553996994721806,108,2881.0,0,0,26.43119266055045,0.0,1.0,0.0,26.43119266055045,0.0964876831122553,0.6242774566473989,0.1237861991922316,0.0,0.2469082705783107,Patung Caci Waekesambi,149,0,Red Ocean (Padat/Jenuh),-0.702962777043368,0.0604832377936121,-0.7573707550650006,-0.0986785445586553,-1.2726866718714065,0.2120884399775225,GWR (Lokal),62.42774566473989,94.12454837298591,0.0,0.0,99.32784118240086,99.33333333333334,99.33058725786712,42.38131128548333,Perlu Kajian,1,Strategic Hotspot (High Density)
Labuan Bajo,Kos cika,Guest House/Homestay,"GV5W+VJR, Batu Cermin, Komodo, West Manggarai Regency, East Nusa Tenggara, Indonesia",West Manggarai Regency,East Nusa Tenggara,-8.49026843443037,119.89652906871947,,0.0,0.0,1,Tidak Ada Data,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dIx9pTsnA2o4_8gzBL_6pA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.92859&pitch=0&thumbfov=100,,https://www.google.com/maps/search/?api=1&query=Kos%20cika&query_place_id=ChIJ0cQ9OWBltC0RKPrnOQ4pYgo,https://www.google.com/maps/search/?api=1&query=Kos%20cika&query_place_id=ChIJ0cQ9OWBltC0RKPrnOQ4pYgo,0,2.4463436578579483,97,1729.0,0,0,17.642857142857142,0.0,1.0,0.0,17.642857142857142,0.064405660049369,0.5606936416184971,0.074288906075449,0.0,0.1073096805178127,Sewa Kapal Labuan Bajo | Trip Labuan Bajo | Explore Flores ( PT Flores Holiday Indonesia ),148,0,Red Ocean (Padat/Jenuh),-0.2159865200785953,0.1668033423228834,-0.6997620022868992,0.1009430912376851,-0.6565293875261984,0.199578536620467,GWR (Lokal),56.06936416184971,93.0070176479601,0.0,0.0,99.70787066871088,98.66666666666669,99.18726866768878,42.75064771371368,Perlu Kajian,0,Isolated Eco-Tourism
