destinasi;nama_hotel;jenis;alamat;kota;provinsi;latitude;longitude;harga;rating;jumlah_ulasan;jumlah_foto;kasta_bintang;foto_url;website;maps_url;google_maps_link;fasilitas_sarapan;jarak_ke_pusat_km;saingan_radius_1km;total_demand_area;is_nature_view;is_premium;log_ulasan;rating_norm;log_ulasan_x_rating;indeks_investasi;skor_popularitas;foto_per_ulasan;indeks_investasi_clipped;jarak_ke_atraksi_terdekat_km;nama_atraksi_terdekat;jumlah_atraksi_radius_5km;klaster_dbscan;status_ocean;koef_jarak_ke_pusat_km;koef_saingan_radius_1km;koef_foto_per_ulasan;koef_jarak_ke_atraksi_terdekat_km;koef_jumlah_atraksi_radius_5km;r2_lokal;model_dipakai;competition_score;accessibility_score;demand_score;quality_score;jarak_atraksi_score;kepadatan_atraksi_score;ecosystem_score;opportunity_score;rekomendasi_investasi;cluster_label;market_segment;Segmen;Tema_Nama
Mandalika;Driftwood Lombok;Hotel;Jl. Selong Belanak - Kuta, Selong Belanak, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.873603135;116.1691224;41;4.8;225;290;Hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnuEucCYQdmI6XfXaM8rGD2J3C2kZzVeAf4ynrnrEg_kmBTZuZCbm1b7r_Wmz343eSDO9-x6SWAJaSHPqRR0HE7OF89Cd2Ur4L_TX4R5veke7qRtUvfvfsiL0ROpQn2R2blw=w408-h306-k-no;http://www.driftwood-lombok.com/;https://www.google.com/maps/search/?api=1&query=Driftwood%20Lombok&query_place_id=ChIJwyoDZOOnzS0Rffq6eFECbuc;https://www.google.com/maps/search/?api=1&query=Driftwood%20Lombok&query_place_id=ChIJwyoDZOOnzS0Rffq6eFECbuc;0;12.67751272;56;3145;0;0;5.420534999;0.96;4.995565055;55.1754386;26.018568;1.283185841;55.1754386;0.735670983;Selong Belanak Beach;8;2;Red Ocean (Padat/Jenuh);-2.657915761;-0.399359144;-0.74499013;-1.016086031;-1.95078956;0.319447418;GWR (Lokal);33.73493976;63.19440796;66.20705964;48;91.86003871;26.66666666;59.26335268;53.52721728;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Kayuma Villas Lombok - Adults Only;Hotel;Jl. Selong Belanak, Selong Belanak, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.870911969;116.1702892;125;4.8;107;231;Hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZQb6V-6kRozYGxqSHehUdic1Ghz7UtaVsL5gyhf5Uk_kMZ_GFnrJzKVWBtGlgAN590K8Mhp_lvf8vBNjAiTVtcx4nWPcSShmvItLmmFTNlXnr6voDHKnkDsohzBYQAeCpmQEQ2w=w408-h289-k-no;https://kayumavillaslombok.top/;https://www.google.com/maps/search/?api=1&query=Kayuma%20Villas%20Lombok%20-%20Adults%20Only&query_place_id=ChIJ9VxiTT2nzS0RCvcmVxxcW0c;https://www.google.com/maps/search/?api=1&query=Kayuma%20Villas%20Lombok%20-%20Adults%20Only&query_place_id=ChIJ9VxiTT2nzS0RCvcmVxxcW0c;0;12.60883539;56;3263;0;0;4.682131227;0.96;4.315052139;57.24561404;22.47422989;2.138888889;57.24561404;0.892752839;Selong Belanak Beach;8;2;Red Ocean (Padat/Jenuh);-2.637292358;-0.485524021;-0.702893457;-1.056310584;-1.845401453;0.354843344;GWR (Lokal);33.73493976;63.39379328;57.18810808;48;90.12197882;26.66666666;58.39432274;49.69880473;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Mango Lodge;Hotel;Selong Belanak, Praya Barat, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.873263913;116.1672814;26;4.6;376;616;3-star hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrS8h2nxRtyyksITCrivd8oANFYohFuMiyTsVs-wZc_I44ZBA6SuNcUzASsGI1PNwSjZaAs99CTQfzvLfgmuC8I5H9XW3upYGvfZkBI0hXcEdAXmrbpeqxl4ge5-v6AX8LjxWG=w408-h306-k-no;https://www.mango-lombok.com/;https://www.google.com/maps/search/?api=1&query=Mango%20Lodge&query_place_id=ChIJ81D_-CCnzS0RTlHWppCmCEM;https://www.google.com/maps/search/?api=1&query=Mango%20Lodge&query_place_id=ChIJ81D_-CCnzS0RTlHWppCmCEM;0;12.8853546;54;2964;0;0;5.932245187;0.92;5.021052327;53.89090909;27.28832786;1.633952255;53.89090909;0.529243288;Selong Belanak Beach;8;2;Red Ocean (Padat/Jenuh);-1.355869398;-0.344088534;-0.730158361;-0.876861553;-1.211465142;0.337797011;GWR (Lokal);32.53012048;62.59099753;66.54484671;46;94.14409433;26.66666666;60.40538049;54.00474029;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Villa Solah;Hostel & Other;4633+P7V, Unnamed Road, Mekar Sari, Praya Barat, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.895639233;116.2031681;;4.9;21;32;5-star hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6PLmxERdMPVqmFW-_QCfCH_e7hR8H7c0UU_2JSBIHhZ5IzNOHvYibekGTV4QNfN-oewdpLFsxMBZbDrCav2tlbtHJPBSsU2bpAn-zx_bAES0vqcyQOeGC1VrDUQ5cyw_FMdLe=w408-h271-k-no;;https://www.google.com/maps/search/?api=1&query=Villa%20Solah&query_place_id=ChIJD9yCA2ynzS0Rpj_wTCfls74;https://www.google.com/maps/search/?api=1&query=Villa%20Solah&query_place_id=ChIJD9yCA2ynzS0Rpj_wTCfls74;0;8.738613289;5;443;0;0;3.091042453;0.98;2.968637172;73.83333333;15.14610802;1.454545455;73.83333333;0.555539174;Tampah Hills;13;1;Red Ocean (Padat/Jenuh);1.667126761;-0.732809497;-0.532124702;-0.361208263;0.814238489;0.363956047;GWR (Lokal);3.012048193;74.62989446;39.34384522;49;93.85313887;43.33333332;68.59323609;50.94028299;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Villa Chibo;Hostel & Other;4633+FHH, Jl. Mawun, Mekar Sari, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.896311613;116.2039933;;4.9;136;65;Lodge;https://lh3.googleusercontent.com/gps-cs-s/APNQkAGCX4xGPbgVfET0jyIp7T69yzjJIQdiiijDiy9kgJ898e0zYDRUBjnHyrWLFZGqf3hrkozmEKD2hB-jyFpqEwbRwdCDv9oRXGsjbun_hYbqhOGbd6Zk6m9zIBfyJWzwkIl9D94=w426-h240-k-no;https://tampahhills.com/;https://www.google.com/maps/search/?api=1&query=Villa%20Chibo&query_place_id=ChIJa4GLI9mnzS0RfIp8OSutReE;https://www.google.com/maps/search/?api=1&query=Villa%20Chibo&query_place_id=ChIJa4GLI9mnzS0RfIp8OSutReE;0;8.651670816;4;317;0;0;4.919980926;0.98;4.725149681;63.4;24.10790654;0.474452555;63.4;0.575841447;Tampah Hills;12;1;Red Ocean (Padat/Jenuh);1.685361806;-0.737095724;-0.531095876;-0.349296032;0.840942765;0.364714927;GWR (Lokal);2.409638554;74.88230747;62.62319944;49;93.62850079;39.99999999;66.81425039;59.82905253;Sangat Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Bruga Boutique Hotel;Hotel;Jl. Selong Belanak - Kuta, Selong Belanak, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.873846015;116.169895;35;4.8;197;305;3-star hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAGd21_lDp0O9pnIre14aor3YiGcrEmtpsAAO3M0rAXXqqeLnryVA0mijTdiimPYir3IhItau3XZnPCVMF2tAVQVB9jQYBvZTJR347zQtGBzt6FUIr9laxPM2ickJMvUalcI0JhI=w408-h306-k-no;http://www.brugavillaslombok.com/;https://www.google.com/maps/search/?api=1&query=Bruga%20Boutique%20Hotel&query_place_id=ChIJayP4f3SnzS0RmB_CssTT1eQ;https://www.google.com/maps/search/?api=1&query=Bruga%20Boutique%20Hotel&query_place_id=ChIJayP4f3SnzS0RmB_CssTT1eQ;0;12.58547043;57;3184;0;0;5.288267031;0.96;4.873666895;54.89655172;25.38368175;1.54040404;54.89655172;0.826587837;Selong Belanak Beach;8;2;Red Ocean (Padat/Jenuh);-3.600040228;-0.424560354;-0.755043584;-1.112985007;-2.493564011;0.306748921;GWR (Lokal);34.3373494;63.46162687;64.59152293;48;90.85407315;26.66666666;58.7603699;52.72331058;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;SUKU Lifestyle Hotel & Resto | Lombok;Hotel;Jalan Pariwisata, Selong Belanak, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.867901189;116.1643393;164;4.9;302;616;3-star hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHm3a8wmFSZWIELr5cXyM-Gf-M4lVZG78ibUMk-ji7OS8X0xNvCNF-JWotjTMD-GVBTRCuK6vs7YJo5PbbWlhbdZB7cyJZD_ge8dlq6Gbdezvsw12AdV0SqtmxLjWQqB7ym-gkXuSszylt=w408-h611-k-no;https://www.suku-lombok.com/;https://www.google.com/maps/search/?api=1&query=SUKU%20Lifestyle%20Hotel%20%26%20Resto%20%7C%20Lombok&query_place_id=ChIJC0s0XHCnzS0Re9hgft0i3x8;https://www.google.com/maps/search/?api=1&query=SUKU%20Lifestyle%20Hotel%20%26%20Resto%20%7C%20Lombok&query_place_id=ChIJC0s0XHCnzS0Re9hgft0i3x8;0;13.31654939;49;2864;0;0;5.713732806;0.98;5.487468986;57.28;27.99729075;2.0330033;57.28;0.607459642;Selong Belanak Beach;8;2;Red Ocean (Padat/Jenuh);-0.740392342;-0.409917926;-0.703958476;-0.969213556;-1.228677913;0.366370652;GWR (Lokal);29.51807229;61.33914475;72.72634476;49;93.27865569;26.66666666;59.97266118;56.39835798;Sangat Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;selong belanak bungalow & restaurant;Hotel;45G7+399, Selong Belanak, Praya Barat, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.874825236;116.1634652;18;3.9;69;79;Lodging;https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHEsveeZ--_KNp1kLsUEriIrJ4yB7y8N-fHG1VxVbZeX5HU8mxo-cwlCKVipQa4Yum0uHD_MQFXeA6ZlfWwahJxSDRvSwxwqiN2QrtdFjCw7k_zs84SeTX5u3GDbcE3AC6NbM=w427-h240-k-no;;https://www.google.com/maps/search/?api=1&query=selong%20belanak%20bungalow%20%26%20restaurant&query_place_id=ChIJdQ1-bxenzS0RKyhkPNRXHtc;https://www.google.com/maps/search/?api=1&query=selong%20belanak%20bungalow%20%26%20restaurant&query_place_id=ChIJdQ1-bxenzS0RKyhkPNRXHtc;0;13.26570023;50;3097;0;0;4.248495242;0.78;2.584784505;60.7254902;16.56913144;1.128571429;60.7254902;0.229140699;Selong Belanak Beach;9;2;Red Ocean (Padat/Jenuh);-0.871986769;-0.162827551;-0.79033493;-0.804338917;-1.496657869;0.282549707;GWR (Lokal);30.12048193;61.48677097;34.25658159;39;97.46463234;29.99999999;63.73231617;42.10763349;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Owa Lodge;Hotel;Tumpak, Pujut, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.901509799;116.241477;68;4.7;142;307;3-star hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAHH8_GGVRFUqJPX9APx4TrOj27YQ21mC8_oTZ8kkeYBPlKt-TPtwvhXpaiPRZTPNrLDa4k6j7EGye_bd2o7cQz_EMA2jRlWG8Z9KUmwNUc14KzWaywKgsHc8Vi58ildB4S5weKC7w=w408-h408-k-no;;https://www.google.com/maps/search/?api=1&query=Owa%20Lodge&query_place_id=ChIJC8YlzvkHzS0RRaDv9OYnrZk;https://www.google.com/maps/search/?api=1&query=Owa%20Lodge&query_place_id=ChIJC8YlzvkHzS0RRaDv9OYnrZk;0;4.612927357;22;934;0;0;4.96284463;0.94;4.385169515;40.60869565;23.32536976;2.146853147;40.60869565;0.360062716;Areguling Beach Bungalows;18;5;Red Ocean (Padat/Jenuh);-3.99135955;-0.778671724;-0.511100636;0.373096877;0.48442243;0.35141543;GWR (Lokal);13.25301205;86.60766302;58.11738541;47;96.0160226;59.99999998;78.00801129;62.64558895;Sangat Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Ocean Breeze Homestay;Hotel;36WQ+PV2,Jln Pariwisata Areguling, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Tumpak, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.903180037;116.2396798;;5;5;28;Hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVTjm_D9iXIQ8tBm6JUEVG95UaBZNcPIVN_1I1GLuwDEGfsUvu3xuJWAYX2dM05_SD5Mo_d6Pw_2tVsMi8iDoHthhUvxhra-z-qOlEsE0T4QSwpK5EkqoC3btKzMVCnJ8rKLvieYPAJYk=w408-h612-k-no;https://www.booking.com/Share-YGGoWxp;https://www.google.com/maps/search/?api=1&query=Ocean%20Breeze%20Homestay&query_place_id=ChIJM54DU4gHzS0RR85huMhjzLs;https://www.google.com/maps/search/?api=1&query=Ocean%20Breeze%20Homestay&query_place_id=ChIJM54DU4gHzS0RR85huMhjzLs;0;4.841541333;22;1071;1;0;1.791759469;1;1.791759469;46.56521739;8.958797346;4.666666667;46.56521739;0.158391813;Areguling Beach Bungalows;16;5;Red Ocean (Padat/Jenuh);-3.313257347;-0.764874658;-0.502295543;0.506491755;0.577290553;0.352250124;GWR (Lokal);13.25301205;85.94394665;23.74648808;70;98.24744586;53.33333332;75.79038959;48.09920023;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Mandalika;Lombok Khophilau Villas;Hostel & Other;463Q+WMQ, Tumpak, Pujut, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.894942745;116.2386055;52;4.6;62;172;4-star hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_e0VnNKxfHMjYQ7FXFkljSwVrIy0GXVmH6m4M6g9jJjOseP7Ywdp82A1TmYW3gG6gxERE2lDF5zBwV2qbxupUl2u1EoNi_-W7gBDoxP5ya6sbt8yXX4u4aVxH38VhxmhJ-lPq=w408-h306-k-no;https://www.booking.com/Share-VJXLmk;https://www.google.com/maps/search/?api=1&query=Lombok%20Khophilau%20Villas&query_place_id=ChIJKwY5LLKpzS0RFZhJ9yAa344;https://www.google.com/maps/search/?api=1&query=Lombok%20Khophilau%20Villas&query_place_id=ChIJKwY5LLKpzS0RFZhJ9yAa344;0;4.844261301;28;1044;0;0;4.143134726;0.92;3.506749232;36;19.05841974;2.73015873;36;0.806831807;Somewhere Lombok;17;5;Red Ocean (Padat/Jenuh);-2.296320616;-0.59449783;-0.498387798;0.331539971;0.713757365;0.369978807;GWR (Lokal);16.86746988;85.93604999;46.4755344;46;91.07266723;56.66666665;73.86966694;56.25157685;Sangat Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Barrel Homestay Areguling;Hotel;36WR+M72, Jl. Pariwisata Areguling, Tumpak, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.903341667;116.2406376;28;4.9;38;55;Hotel;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/21/75/94/getlstd-property-photo.jpg?w=2100&h=1100&s=1;;https://www.google.com/maps/search/?api=1&query=Barrel%20Homestay%20Areguling&query_place_id=ChIJDQp-Q9sHzS0RBFIeCKoYk_8;https://www.google.com/maps/search/?api=1&query=Barrel%20Homestay%20Areguling&query_place_id=ChIJDQp-Q9sHzS0RBFIeCKoYk_8;0;4.743614384;22;1038;0;0;3.663561646;0.98;3.518484605;45.13043478;17.95145207;1.41025641;45.13043478;0.263204991;Areguling Beach Bungalows;18;5;Red Ocean (Padat/Jenuh);-3.800415482;-0.794887116;-0.503893872;0.46839078;0.509601818;0.350820311;GWR (Lokal);13.25301205;86.22825;46.63106526;49;97.08772197;59.99999998;78.54386097;58.13593319;Sangat Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;SUNNY BUNGALOWS AREGULING;Hotel;Tumpak, Pujut, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.896728978;116.2378698;41;4.9;41;84;Hotel;https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcT61bm-rwAQ5i-3vJIl5ppZmNJ5MXftL_BNAEHCYYOZ8gomrWC2aWFGfX50NEHQV30GUaFfqAnPNmoWOlE5ViX9e-GNFoeB1vPGFaJ35kqTnTVyFAliLNuWvqCgdOoIuFz-ZJge4NSj4=w408-h306-k-no;https://www.booking.com/Share-K8rKOSk;https://www.google.com/maps/search/?api=1&query=SUNNY%20BUNGALOWS%20AREGULING&query_place_id=ChIJD7XFdACpzS0RMGJdBcCceks;https://www.google.com/maps/search/?api=1&query=SUNNY%20BUNGALOWS%20AREGULING&query_place_id=ChIJD7XFdACpzS0RMGJdBcCceks;0;4.93424636;28;1065;0;0;3.737669618;0.98;3.589657901;36.72413793;18.31458113;2;36.72413793;0.655014275;Areguling Beach Bungalows;16;5;Red Ocean (Padat/Jenuh);-2.057607657;-0.602590711;-0.496663036;0.397668232;0.753759174;0.365930165;GWR (Lokal);16.86746988;85.67480368;47.57433687;49;92.75247908;53.33333332;73.0429062;56.39082035;Sangat Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Areguling Beach Bungalows;Hotel;36WQ+X96, Tumpak, Pujut, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.902594808;116.2383829;21;4.3;100;261;Lodging;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/53/5e/fe/our-standard-bungalows.jpg?w=1500&h=900&s=1;http://aregoling.com/;https://www.google.com/maps/search/?api=1&query=Areguling%20Beach%20Bungalows&query_place_id=ChIJBZrcbPkHzS0Rkyf1oKIw6YA;https://www.google.com/maps/search/?api=1&query=Areguling%20Beach%20Bungalows&query_place_id=ChIJBZrcbPkHzS0Rkyf1oKIw6YA;0;4.968834844;27;981;1;0;4.615120517;0.86;3.413343134;35.03571429;19.84501822;2.584158416;35.03571429;0;Areguling Beach Bungalows;15;5;Red Ocean (Padat/Jenuh);-2.568427368;-0.719411126;-0.501687715;0.532046222;0.690280358;0.353180841;GWR (Lokal);16.26506024;85.57438575;45.23760775;63;100;49.99999998;74.99999999;56.08341422;Sangat Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Mandalika;Villa Maeva Lombok;Hotel;463W 37G, Prabu, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.897269006;116.245714;;4.7;25;49;Tidak Ada Data;https://lh3.googleusercontent.com/gps-cs-s/APNQkAHyu35FJpTxT2v8uNiPcISEqa8BS-VPnkQrJqU5vUnmkRzcH7MaNFICs2FDCly68qJBTmPzSyu362CQFpncMCQE-JYgBt4C67sTc9BmXXFjrK0k3wmmp1U5Kvrw1DOsiAumLF8W=w408-h306-k-no;;https://www.google.com/maps/search/?api=1&query=Villa%20Maeva%20Lombok&query_place_id=ChIJvQg_DPypzS0Rx77ld-0QK0Y;https://www.google.com/maps/search/?api=1&query=Villa%20Maeva%20Lombok&query_place_id=ChIJvQg_DPypzS0Rx77ld-0QK0Y;0;4.080287067;17;788;0;0;3.258096538;0.94;2.878854101;43.77777778;15.31305373;1.884615385;43.77777778;0.123668914;Somewhere Lombok;17;5;Red Ocean (Padat/Jenuh);-6.650532105;-0.597454233;-0.562825638;-0.50063248;0.203696952;0.352434849;GWR (Lokal);10.24096385;88.15403427;38.15393515;47;98.6316435;56.66666665;77.64915507;55.16303105;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;Luxury SeaView Villa - 5 min to Tampah Beach;Hotel;Mekar Sari, Praya Barat, Central Lombok Regency, West Nusa Tenggara, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.893421625;116.2058108;;0;0;0;Lodging;;https://www.booking.com/hotel/id/private-seaview-villa-5-min-to-tampah-beach.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-16370938&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-16370938_grp-2_gendate-20260524;https://www.google.com/maps/search/?api=1&query=Luxury%20SeaView%20Villa%20-%205%20min%20to%20Tampah%20Beach&query_place_id=ChIJ71C-Jo2nzS0RecRKlUlmYNg;https://www.google.com/maps/search/?api=1&query=Luxury%20SeaView%20Villa%20-%205%20min%20to%20Tampah%20Beach&query_place_id=ChIJ71C-Jo2nzS0RecRKlUlmYNg;0;8.446981382;4;453;1;0;0;0;0;90.6;0;0;90.6;0.817502296;Pantai Lancing;11;1;Red Ocean (Padat/Jenuh);1.734725968;-0.758570124;-0.528361556;-0.338312525;0.885228147;0.368735095;GWR (Lokal);2.409638554;75.47656567;0;20;90.95460172;36.66666665;63.81063419;33.99753953;Perlu Kajian;3;Basic Accommodation;Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Mandalika;LuekBatur Villas;Hotel;463R+979, Tumpak, Pujut, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.896579053;116.2407063;;4.5;4;10;Tidak Ada Data;https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzVqsFHpP9IPfZ74GWIOFF5mIKkYn3KaB2MtstXRVNo7AU3MvysgMY2ZqK4w02KSEHyz8ysxL1whn89rkNPysHg_Xs69Cve3TAOiots3XaP6SOZH1B0GThX53zPp0SZwZvTRUG=w408-h544-k-no;;https://www.google.com/maps/search/?api=1&query=LuekBatur%20Villas&query_place_id=ChIJu51qI-ipzS0R8I7gBpwbd18;https://www.google.com/maps/search/?api=1&query=LuekBatur%20Villas&query_place_id=ChIJu51qI-ipzS0R8I7gBpwbd18;0;4.622133911;28;1102;0;0;1.609437912;0.9;1.303644709;38;7.242470606;2;38;0.521769766;Somewhere Lombok;18;5;Red Ocean (Padat/Jenuh);-3.163586788;-0.62400441;-0.511224025;0.2639192;0.578675151;0.365819751;GWR (Lokal);16.86746988;86.58093438;17.27742148;45;94.22678643;59.99999998;77.11339321;45.67442644;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
Mandalika;VILLAS ANIMA ECO LODGE;Villa/Vacation Rental;Jl. Mawun, Tumpak, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia;Central Lombok Regency;West Nusa Tenggara;-8.89280591;116.216826;;4.3;91;298;Tidak Ada Data;https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiyuAZdkt5omd3Z0_IYq7Ybn5VbLAp2sEEcI4p7EtVoISZRt3GdlyQ7oNewodzuVhwkLINiBF07u4EZeOwKM-b9MOjfM4dp4ETP2Av0v_qJWhUCYJ-MuTIXwUehuO2uA_uVo4=w408-h272-k-no;https://www.animaecolodge.com/;https://www.google.com/maps/search/?api=1&query=VILLAS%20ANIMA%20ECO%20LODGE&query_place_id=ChIJXXulfACnzS0R90CdUhewx2k;https://www.google.com/maps/search/?api=1&query=VILLAS%20ANIMA%20ECO%20LODGE&query_place_id=ChIJXXulfACnzS0R90CdUhewx2k;0;7.237122823;5;19;1;0;4.521788577;0.86;3.344314832;3.166666667;19.44369088;3.239130435;3.166666667;1.387076592;Pantai Lancing;10;7;Red Ocean (Padat/Jenuh);1.950194952;-1.156957649;-0.50679627;-0.073256897;1.357072431;0.413066835;GWR (Lokal);3.012048193;78.98904966;44.3227641;63;84.6524465;33.33333332;58.99288991;50.92357773;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Mengandung Unsur Alam
Mandalika;Villa Aura Villa August;Hotel;Jl. Mawun, Mekar Sari, Kec Praya Bar Kabupaten Lombok Tengah, Mekar Sari, Kec. Praya Bar., Lombok, Nusa Tenggara Bar. 83572, Indonesia;Lombok;West Nusa Tenggara;-8.900013021;116.1953494;;5;11;58;Tidak Ada Data;https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIdpKt0-IojjwQMtrrx4F75IKOe2zI_2YKWMZfxO3787NyV2IVKgtC1zR-oh6eC8rtC5hYoihnqtHlozp_da8wL9b0jnchHBCkvKsKM--BLAPv2AzsVaQ7nAu0Hld0CVv4_gX5eKnYx53O=w408-h272-k-no;https://www.booking.com/searchresults.html?aid=1607597&dest_id=13757756&dest_type=hotel&label=v3.cml0iar49l3910814j7jmz9lr;https://www.google.com/maps/search/?api=1&query=Villa%20Aura%20Villa%20August&query_place_id=ChIJk6uC0tmnzS0RC2fhI8FhxMs;https://www.google.com/maps/search/?api=1&query=Villa%20Aura%20Villa%20August&query_place_id=ChIJk6uC0tmnzS0RC2fhI8FhxMs;0;9.623568261;4;372;0;0;2.48490665;1;2.48490665;74.4;12.42453325;4.833333333;74.4;0.482417117;Tampah Hills;11;1;Red Ocean (Padat/Jenuh);1.347682109;-0.623536783;-0.550738184;-0.409485611;0.580789279;0.348676888;GWR (Lokal);2.409638554;72.06067663;32.93288366;50;94.66221075;36.66666665;65.6644387;47.04365655;Direkomendasikan;2;Tourism Hub / Market Leader;Budget (Homestay/Hotel Standar);Nama Standar
